Process	rawID	newID	Orthogroup_ID	IPR_ID	IPR_desc	Organism...6	ko_evalue	ko_ID	ko_desc	KeggPathway_ID	KeggPathway_desc	BP:GO	BP:desc	BP:catIII	BP:catII	MF:GO	MF:desc	MF:catIII	MF:catII	CC:GO	CC:desc	CC:catIII	CC:catII	hit	hit_desc	Organism...26	uni_evalue	%algCopepod	%algHit	Pfam_ID	Pfam_desc	Pfam_evalue	peptideSignal	TM_occurence	RPKM_Hypox1	RPKM_Hypox2	RPKM_Hypox3	RPKM_Norma1	RPKM_Norma2	RPKM_Norma3	Mean_Metridinidae	Mean_Centropagoidae	Mean_Pancalanidae
Limetabo	TRINITY_DN16497_c0_g1_i1	Eucalanus-hyalinus_3864	OG0000151	IPR008139|IPR011001	Saposin B type domain|Saposin-like	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A1S6GL64|A0A1S6GL64_9MAXI	Saposin_B-type_domain-containing_protein	Pseudodiaptomus_poplesia	1.1e-16	100	67	-	-	-	N	0	33.0467440173422	73.371074848413	7.91554967944823	2.62295871840394	3.22384362249955	5.11686260196683	16,66666667	11	24,66666667
Osresp	TRINITY_DN24664_c0_g1_i1	Eucalanus-hyalinus_5630	OG0000023	IPR001128|IPR002401|IPR017972|IPR036396	Cytochrome P450|Cytochrome P450, E-class, group I|Cytochrome P450, conserved site|Cytochrome P450 superfamily	Vertebrata|Actinopterygii	2.08e-83	ko00199|ko01000	Cytochrome_P450|Enzymes	ko00590|ko00591|ko04212|ko04726|ko04750|ko04913	Arachidonic_acid_metabolism_(Lipid_metabolism)|Linoleic_acid_metabolism_(Lipid_metabolism)|Longevity_regulating_pathway-worm_(Aging)|Serotonergic_synapse_(Nervous_system)|Inflammatory_mediator_regulation_of_TRP_channels_(Sensory_system)|Ovarian_steroidogenesis_(Endocrine_system)	-	-	-	-	GO:0005506|GO:0016705|GO:0004497|GO:0020037	iron_ion_binding|oxidoreductase_activity,_acting_on_paired_donors,_with_incorporation_or_reduction_of_molecular_oxygen|monooxygenase_activity|heme_binding	ion_binding|oxidoreductase_activity|oxidoreductase_activity|organic_cyclic_compound_binding	binding|catalytic_activity|catalytic_activity|binding	-	-	-	-	tr|A0A8B0MFN0|A0A8B0MFN0_EURAF	CYP3039-3041A1-like_protein_2	Eurytemora_affinis	1.1e-118	97	99	PF00067	Cytochrome P450	7.3E-89	N	0	5.39338816948038	6.38308115536555	1.68861202347878	0.949125522110772	0.506119782342765	0.107873039064856	28	15	43,27777778
Osresp	TRINITY_DN29014_c0_g1_i1	Eucalanus-hyalinus_2516	OG0000119	IPR004045|IPR010987|IPR036249|IPR036282	Glutathione S-transferase, N-terminal|Glutathione S-transferase, C-terminal-like|Thioredoxin-like superfamily|Glutathione S-transferase, C-terminal domain superfamily	Bilateria|Chordata	1.07e-31	ko01000	Enzymes	ko00480|ko00590|ko00980|ko00982	Glutathione_metabolism_(Metabolism_of_other_amino_acids)|Arachidonic_acid_metabolism_(Lipid_metabolism)|Metabolism_of_xenobiotics_by_cytochrome_P450_(Xenobiotics_biodegradation_and_metabolism)|Drug_metabolism-cytochrome_P450_(Xenobiotics_biodegradation_and_metabolism)	GO:0006749	glutathione_metabolic_process	organic_substance_metabolic_process	metabolic_process	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	tr|A0A8B0MB91|A0A8B0MB91_EURAF	GSTsigma3c	Eurytemora_affinis	5.5e-37	78	80	PF02798|PF14497	Glutathione S-transferase, N-terminal domain|Glutathione S-transferase, C-terminal domain	2.7E-7|9.5E-24	N	0	6.90913490165561	11.2086113722846	6.09734115265189	1.83720618172407	1.24369417351684	1.20064607385204	17,16666667	7,5	27,05555556
Osresp	TRINITY_DN39136_c0_g1_i1	Eucalanus-hyalinus_4394	OG0000119	IPR004045|IPR010987|IPR036249|IPR036282|IPR040079	Glutathione S-transferase, N-terminal|Glutathione S-transferase, C-terminal-like|Thioredoxin-like superfamily|Glutathione S-transferase, C-terminal domain superfamily|Glutathione transferase family	Bilateria|Arthropoda	3.99e-37	ko01000	Enzymes	ko00480|ko00590|ko00980|ko00982	Glutathione_metabolism_(Metabolism_of_other_amino_acids)|Arachidonic_acid_metabolism_(Lipid_metabolism)|Metabolism_of_xenobiotics_by_cytochrome_P450_(Xenobiotics_biodegradation_and_metabolism)|Drug_metabolism-cytochrome_P450_(Xenobiotics_biodegradation_and_metabolism)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8B0MB91|A0A8B0MB91_EURAF	GSTsigma3c	Eurytemora_affinis	4.1e-45	100	100	PF14497	Glutathione S-transferase, C-terminal domain	7.0E-22	N	0	11.0295630081773	23.6774326318797	12.3801092372973	1.70618096484565	1.81963695727964	1.8422050140432	17,16666667	7,5	27,05555556
Osresp	TRINITY_DN29561_c0_g1_i1	Eucalanus-hyalinus_3613	OG0000211	IPR027417	P-loop containing nucleoside triphosphate hydrolase	Opisthokonta|Metazoa	4.82e-39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PM52|A0A553PM52_TIGCA	Sulfotransferase_domain-containing_protein	Tigriopus_californicus	3.2e-43	90	84	PF17784	Sulfotransferase domain	5.8E-52	N	2	4.83496396844637	8.14711293724804	2.426492907688	0.756058063420537	0.441563687656188	0.494097045002422	27,5	6,1	16,38888889
Osresp	TRINITY_DN17789_c0_g1_i2	Eucalanus-hyalinus_31957	OG0000229	IPR002347|IPR036291	Short-chain dehydrogenase/reductase SDR|NAD(P)-binding domain superfamily	Bilateria|Chordata	2.67e-36	ko01000|ko04147	Enzymes|Exosome			-	-	-	-	GO:0016491	oxidoreductase_activity	oxidoreductase_activity	catalytic_activity	-	-	-	-	tr|A0A553NPZ9|A0A553NPZ9_TIGCA	Uncharacterized_protein	Tigriopus_californicus	3.2e-40	91	82	PF00106	short chain dehydrogenase	7.3E-30	N	1	12.0592450824648	31.5559701389528	7.32188345348961	2.65819249223324	2.73683745824962	5.37270573206517	17,5	6,1	17,72222222
Osresp	TRINITY_DN7062_c0_g2_i2	Eucalanus-hyalinus_13252	OG0000234	IPR001404|IPR003594|IPR019805|IPR020568|IPR020575|IPR036890|IPR037196	Heat shock protein Hsp90 family|Histidine kinase/HSP90-like ATPase|Heat shock protein Hsp90, conserved site|Ribosomal protein uS5 domain 2-type superfamily|Heat shock protein Hsp90, N-terminal|Histidine kinase/HSP90-like ATPase superfamily|HSP90, C-terminal domain	Insecta|Paraneoptera	1.14e-293	ko01009|ko03029|ko03051|ko03110|ko04131|ko04147	Protein_phosphatases_and_associated_proteins|Mitochondrial_biogenesis|Proteasome|Chaperones_and_folding_catalysts|Membrane_trafficking|Exosome	ko04141|ko04151|ko04217|ko04612|ko04621|ko04657|ko04659|ko04914|ko04915	Protein_processing_in_endoplasmic_reticulum_(Folding,_sorting_and_degradation)|PI3K-Akt_signaling_pathway_(Signal_transduction)|Necroptosis_(Cell_growth_and_death)|Antigen_processing_and_presentation_(Immune_system)|NOD-like_receptor_signaling_pathway_(Immune_system)|IL-17_signaling_pathway_(Immune_system)|Th17_cell_differentiation_(Immune_system)|Progesterone-mediated_oocyte_maturation_(Endocrine_system)|Estrogen_signaling_pathway_(Endocrine_system)	GO:0006457	protein_folding	protein_folding	cellular_process	GO:0005524|GO:0016887|GO:0051082	ATP_binding|ATP_hydrolysis_activity|unfolded_protein_binding	organic_cyclic_compound_binding|hydrolase_activity|protein_binding	binding|catalytic_activity|binding	-	-	-	-	tr|G9DA10|G9DA10_EURAF	Heat_shock_protein_83	Eurytemora_affinis	4.9e-253	100	80	PF00183|PF02518	Hsp90 protein|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	8.4E-174|1.7E-13	N	0	13.6703181478397	24.908322386755	8.43082959640886	4.59609059803939	2.10568460488751	1.93165979388749	11,5	8,5	8,722222222
Osresp	TRINITY_DN22087_c0_g1_i1	Eucalanus-hyalinus_13106	OG0000292	IPR001623|IPR018253|IPR036869	DnaJ domain|DnaJ domain, conserved site|Chaperone J-domain superfamily	Opisthokonta|Metazoa	5.46e-35	ko03110	Chaperones_and_folding_catalysts	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553P232|A0A553P232_TIGCA	J_domain-containing_protein	Tigriopus_californicus	1.4e-52	54	45	PF00226	DnaJ domain	2.1E-26	N	0	6.31768625210325	13.1930519710688	3.82487178337782	1.67266178969087	1.86830502510529	2.02225990566917	7	5,6	15,22222222
Osresp	TRINITY_DN19191_c0_g2_i1	Eucalanus-hyalinus_30243	OG0000530	IPR000571|IPR036855|IPR045877	Zinc finger, CCCH-type|Zinc finger, CCCH-type superfamily|RNA-binding protein ZFP36-like	Vertebrata|Actinopterygii	1.7e-16	ko03019	Messenger_RNA_biogenesis	ko04218	Cellular_senescence_(Cell_growth_and_death)	-	-	-	-	GO:0046872|GO:0003729	metal_ion_binding|mRNA_binding	ion_binding|organic_cyclic_compound_binding	binding|binding	-	-	-	-	tr|A0A6P3VSX2|A0A6P3VSX2_CLUHA	mRNA_decay_activator_protein_ZFP36	Clupea_harengus	3.0e-14	20	12	PF00642|PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)	2.1E-8|6.4E-10	N	0	8.87731089288513	34.4616621939955	6.12590012760577	2.39074098014217	3.10783622787525	1.61279035454343	8,333333333	4,3	9,777777778
Osresp	TRINITY_DN12914_c0_g1_i3	Eucalanus-hyalinus_35125	OG0000607	IPR019545	DM13 domain	Insecta|Hymenoptera	3.24e-27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PKI3|A0A553PKI3_TIGCA	DM13_domain-containing_protein	Tigriopus_californicus	1.9e-26	62	58	PF10517	Electron transfer DM13	4.2E-22	N	1	25.6243915822973	71.6909931733648	22.2819886361887	4.95430837257228	6.33438610755367	5.46038176488445	8,166666667	4	10,66666667
Osresp	TRINITY_DN47563_c0_g1_i1	Eucalanus-hyalinus_1264	OG0000832	IPR004827|IPR029829|IPR040223	Basic-leucine zipper domain||PAR basic leucine zipper protein	Bilateria|Chordata	5.95e-33	ko03000	Transcription_factors	ko04711	Circadian_rhythm-fly_(Environmental_adaptation)	GO:0006355|GO:0006357	regulation_of_DNA-templated_transcription|regulation_of_transcription_by_RNA_polymerase_II	regulation_of_biological_process|regulation_of_biological_process	biological_regulation|biological_regulation	GO:0003677|GO:0003700	DNA_binding|DNA-binding_transcription_factor_activity	organic_cyclic_compound_binding|DNA-binding_transcription_factor_activity	binding|transcription_regulator_activity	GO:0005634	nucleus	organelle	cellular_anatomical_entity	tr|A0A553PGU5|A0A553PGU5_TIGCA	BZIP_domain-containing_protein	Tigriopus_californicus	3.9e-36	36	16	PF07716	Basic region leucine zipper	1.9E-13	N	0	10.2809987710423	30.7838258739813	7.03019379019731	1.68981491780023	2.7962436628516	2.29044838599792	5,666666667	4,5	5,888888889
Osresp	TRINITY_DN2373_c0_g2_i1	Eucalanus-hyalinus_17069	OG0000877	IPR019826|IPR029058	Carboxylesterase type B, active site|Alpha/Beta hydrolase fold	Bilateria|Arthropoda	3.95e-106	ko00537|ko01000	Glycosylphosphatidylinositol_(GPI)-anchored_proteins|Enzymes	ko00564|ko00983|ko04725	Glycerophospholipid_metabolism_(Lipid_metabolism)|Drug_metabolism-other_enzymes_(Xenobiotics_biodegradation_and_metabolism)|Cholinergic_synapse_(Nervous_system)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PJH4|A0A553PJH4_TIGCA	Carboxylic_ester_hydrolase	Tigriopus_californicus	3.6e-108	93	99	PF00135	Carboxylesterase family	1.2E-109	N	0	86.7569590957841	196.397911094499	17.0592872967555	12.5449634226815	11.9961590261525	18.9755259515589	5	4,1	7,777777778
Osresp	TRINITY_DN18158_c0_g1_i1	Eucalanus-hyalinus_21411	OG0001132	IPR000562|IPR006093|IPR013806|IPR016166|IPR016169|IPR036318|IPR036943	Fibronectin type II domain|Oxygen oxidoreductase covalent FAD-binding site|Kringle-like fold|FAD-binding domain, PCMH-type|FAD-binding, type PCMH, subdomain 2|FAD-binding, type PCMH-like superfamily|Fibronectin type II domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0050660|GO:0016491	flavin_adenine_dinucleotide_binding|oxidoreductase_activity	organic_cyclic_compound_binding|oxidoreductase_activity	binding|catalytic_activity	-	-	-	-	tr|A0A553PGJ4|A0A553PGJ4_TIGCA	L-gulonolactone_oxidase_(Fragment)	Tigriopus_californicus	7.1e-42	37	50	PF01565|PF08031|PF00040	FAD binding domain|Berberine and berberine like|Fibronectin type II domain	8.4E-22|2.3E-9|1.7E-8	N	0	48.2446838819648	58.0024175554064	33.6267671259338	8.37389924560325	8.62423086629221	8.91615159645471	6,333333333	2,8	7,666666667
Osresp	TRINITY_DN12207_c0_g1_i1	Eucalanus-hyalinus_29409	OG0001153	IPR000402|IPR038702	Sodium/potassium-transporting ATPase subunit beta|Sodium/potassium-transporting ATPase subunit beta superfamily	Insecta|Hymenoptera	3.51e-71	ko04090	CD_molecules	ko04022|ko04024|ko04260|ko04261|ko04911|ko04918|ko04919|ko04925|ko04960|ko04961|ko04964|ko04970|ko04971|ko04972|ko04973|ko04974|ko04976|ko04978	cGMP-PKG_signaling_pathway_(Signal_transduction)|cAMP_signaling_pathway_(Signal_transduction)|Cardiac_muscle_contraction_(Circulatory_system)|Adrenergic_signaling_in_cardiomyocytes_(Circulatory_system)|Insulin_secretion_(Endocrine_system)|Thyroid_hormone_synthesis_(Endocrine_system)|Thyroid_hormone_signaling_pathway_(Endocrine_system)|Aldosterone_synthesis_and_secretion_(Endocrine_system)|Aldosterone-regulated_sodium_reabsorption_(Excretory_system)|Endocrine_and_other_factor-regulated_calcium_reabsorption_(Excretory_system)|Proximal_tubule_bicarbonate_reclamation_(Excretory_system)|Salivary_secretion_(Digestive_system)|Gastric_acid_secretion_(Digestive_system)|Pancreatic_secretion_(Digestive_system)|Carbohydrate_digestion_and_absorption_(Digestive_system)|Protein_digestion_and_absorption_(Digestive_system)|Bile_secretion_(Digestive_system)|Mineral_absorption_(Digestive_system)	GO:0006813|GO:0006814	potassium_ion_transport|sodium_ion_transport	establishment_of_localization|establishment_of_localization	localization|localization	-	-	-	-	GO:0005890	sodium:potassium-exchanging_ATPase_complex	membrane_protein_complex	protein-containing_complex	tr|A0A0K2TV87|A0A0K2TV87_LEPSM	Uncharacterized_protein	Lepeophtheirus_salmonis	2.2e-90	97	90	PF00287	Sodium / potassium ATPase beta chain	1.0E-75	N	1	11.9133512182519	43.5216710547553	9.17214319106064	2.82261677010334	4.35205170553939	3.72615051537827	7,5	3,7	6,5
Osresp	TRINITY_DN11079_c0_g1_i1	Eucalanus-hyalinus_7736	OG0001160	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553PGP7|A0A553PGP7_TIGCA	BAG_domain-containing_protein	Tigriopus_californicus	4.9e-65	100	71	-	-	-	N	0	54.3730386513434	108.630360889465	23.3080627313196	3.05721091368399	4.43828116823656	2.96836845426742	3	2,1	9,222222222
Osresp	TRINITY_DN21264_c0_g1_i1	Eucalanus-hyalinus_6603	OG0001267	IPR001094|IPR001709|IPR008254|IPR017927|IPR017938|IPR023173|IPR029039|IPR039261	Flavodoxin-like|Flavoprotein pyridine nucleotide cytochrome reductase|Flavodoxin/nitric oxide synthase|FAD-binding domain, ferredoxin reductase-type|Riboflavin synthase-like beta-barrel|NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain superfamily|Flavoprotein-like superfamily|Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	Chordata|Vertebrata	6.41e-82	ko01000	Enzymes	ko00220|ko00330|ko04020|ko04022|ko04066|ko04071|ko04145|ko04146|ko04151|ko04370|ko04371|ko04611|ko04713|ko04730|ko04915|ko04921|ko04926|ko04970	Arginine_biosynthesis_(Amino_acid_metabolism)|Arginine_and_proline_metabolism_(Amino_acid_metabolism)|Calcium_signaling_pathway_(Signal_transduction)|cGMP-PKG_signaling_pathway_(Signal_transduction)|HIF-1_signaling_pathway_(Signal_transduction)|Sphingolipid_signaling_pathway_(Signal_transduction)|Phagosome_(Transport_and_catabolism)|Peroxisome_(Transport_and_catabolism)|PI3K-Akt_signaling_pathway_(Signal_transduction)|VEGF_signaling_pathway_(Signal_transduction)|Apelin_signaling_pathway_(Signal_transduction)|Platelet_activation_(Immune_system)|Circadian_entrainment_(Environmental_adaptation)|Long-term_depression_(Nervous_system)|Estrogen_signaling_pathway_(Endocrine_system)|Oxytocin_signaling_pathway_(Endocrine_system)|Relaxin_signaling_pathway_(Endocrine_system)|Salivary_secretion_(Digestive_system)	-	-	-	-	GO:0010181|GO:0016491	FMN_binding|oxidoreductase_activity	organic_cyclic_compound_binding|oxidoreductase_activity	binding|catalytic_activity	-	-	-	-	tr|A0A6J8CXT8|A0A6J8CXT8_MYTCO	Nitric_oxide_synthase,_brain	Mytilus_coruscus	2.3e-79	100	51	PF00258|PF00667|PF00175	Flavodoxin|FAD binding domain|Oxidoreductase NAD-binding domain	8.5E-22|1.5E-24|9.9E-10	N	0	10.2226401262589	22.0710168987884	8.38435794427134	1.98338042576742	2.46367993532346	1.93458727635977	9	0,2	7,5
Osresp	TRINITY_DN22572_c0_g1_i1	Eucalanus-hyalinus_1256	OG0001315	IPR010987|IPR036282	Glutathione S-transferase, C-terminal-like|Glutathione S-transferase, C-terminal domain superfamily	Euarchontoglires|Rodentia	9.85e-16	ko01000|ko02000	Enzymes|Transporters	ko00480|ko00980|ko00982|ko00983	Glutathione_metabolism_(Metabolism_of_other_amino_acids)|Metabolism_of_xenobiotics_by_cytochrome_P450_(Xenobiotics_biodegradation_and_metabolism)|Drug_metabolism-cytochrome_P450_(Xenobiotics_biodegradation_and_metabolism)|Drug_metabolism-other_enzymes_(Xenobiotics_biodegradation_and_metabolism)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A6G5X4A8|A0A6G5X4A8_ACATN	GSTM2	Acartia_tonsa	8.5e-18	85	39	PF14497	Glutathione S-transferase, C-terminal domain	2.0E-12	N	0	5.06264925227902	13.6300379558182	3.57588428501389	1.09464362275476	0.821968969819829	0.408782042772087	4,333333333	3,4	4,888888889
Osresp	TRINITY_DN6304_c0_g1_i1	Eucalanus-hyalinus_3417	OG0001361	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A0U2VC48|A0A0U2VC48_ACAPC	Deltamethrin_resistance_protein_prag01_domain-containing_protein	Acartia_pacifica	2.5e-05	33	62	PF16020	Deltamethrin resistance	2.4E-8	N	1	89.9539630382028	241.263257930201	62.6835764584818	20.0629990380054	24.5261199384105	23.7434930301775	5,333333333	2	8,5
Osresp	TRINITY_DN24386_c0_g2_i1	Eucalanus-hyalinus_21162	OG0001677	IPR015421|IPR015424	Pyridoxal phosphate-dependent transferase, major domain|Pyridoxal phosphate-dependent transferase	Bilateria|Arthropoda	4.21e-189	ko01000	Enzymes	ko00250|ko00410|ko00430|ko00650|ko00770|ko02024|ko04727	Alanine,_aspartate_and_glutamate_metabolism_(Amino_acid_metabolism)|beta-Alanine_metabolism_(Metabolism_of_other_amino_acids)|Taurine_and_hypotaurine_metabolism_(Metabolism_of_other_amino_acids)|Butanoate_metabolism_(Carbohydrate_metabolism)|Pantothenate_and_CoA_biosynthesis_(Metabolism_of_cofactors_and_vitamins)|Quorum_sensing_(Cellular_community-prokaryotes)|GABAergic_synapse_(Nervous_system)	GO:0019752	carboxylic_acid_metabolic_process	cellular_metabolic_process	metabolic_process	GO:0003824|GO:0016830|GO:0030170	catalytic_activity|carbon-carbon_lyase_activity|pyridoxal_phosphate_binding	catalytic_activity|lyase_activity|ion_binding	catalytic_activity|catalytic_activity|binding	-	-	-	-	tr|A0A553NTQ4|A0A553NTQ4_TIGCA	Cysteine_sulfinic_acid_decarboxylase	Tigriopus_californicus	1.4e-182	97	97	PF00282	Pyridoxal-dependent decarboxylase conserved domain	8.8E-92	N	0	11.1260817992022	25.2817859104971	7.56989976714979	1.98419648897685	2.14725939359205	1.62723988907758	3,5	3,5	3,833333333
Osresp	TRINITY_DN22789_c0_g1_i1	Eucalanus-hyalinus_945	OG0001871	IPR001305|IPR008971|IPR036410|IPR044713	Heat shock protein DnaJ, cysteine-rich domain|HSP40/DnaJ peptide-binding|Heat shock protein DnaJ, cysteine-rich domain superfamily|DnaJ homolog subfamily A member 1/2-like	Insecta|Lepidoptera	1.75e-84	ko03029|ko03110|ko04131	Mitochondrial_biogenesis|Chaperones_and_folding_catalysts|Membrane_trafficking	ko04141	Protein_processing_in_endoplasmic_reticulum_(Folding,_sorting_and_degradation)	GO:0006457	protein_folding	protein_folding	cellular_process	GO:0051082|GO:0031072|GO:0030544	unfolded_protein_binding|heat_shock_protein_binding|Hsp70_protein_binding	protein_binding|protein_binding|protein_binding	binding|binding|binding	-	-	-	-	tr|A0A553NG23|A0A553NG23_TIGCA	Uncharacterized_protein	Tigriopus_californicus	8.6e-90	90	69	PF00684|PF01556	DnaJ central domain|DnaJ C terminal domain	2.5E-11|1.0E-35	N	0	6.15359050529538	20.0765863387117	7.12359493626707	2.46337463572655	2.3378790153724	1.60985800844426	3	3,2	2,666666667
Osresp	TRINITY_DN4435_c0_g1_i3	Eucalanus-hyalinus_39679	OG0001962	IPR000960|IPR036188	Flavin monooxygenase FMO|FAD/NAD(P)-binding domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0004499|GO:0050660|GO:0050661	N,N-dimethylaniline_monooxygenase_activity|flavin_adenine_dinucleotide_binding|NADP_binding	oxidoreductase_activity|organic_cyclic_compound_binding|organic_cyclic_compound_binding	catalytic_activity|binding|binding	-	-	-	-	tr|A0A2B4RZN4|A0A2B4RZN4_STYPI	Flavin-containing_monooxygenase	Stylophora_pistillata	9.6e-175	98	99	PF00743|PF00743	Flavin-binding monooxygenase-like|Flavin-binding monooxygenase-like	7.4E-8|2.1E-33	N	0	25.5524774521158	46.928049304253	27.5110177942831	4.28600610584355	4.93653777851564	6.96339065963486	6,5	2,1	3,666666667
Osresp	TRINITY_DN39405_c0_g1_i1	Eucalanus-hyalinus_19365	OG0002039	IPR005302|IPR011037	Molybdenum cofactor sulfurase, C-terminal|Pyruvate kinase-like, insert domain superfamily	Bilateria|Arthropoda	3.01e-57	-	-	-	-	-	-	-	-	GO:0003824|GO:0030151|GO:0030170	catalytic_activity|molybdenum_ion_binding|pyridoxal_phosphate_binding	catalytic_activity|ion_binding|ion_binding	catalytic_activity|binding|binding	-	-	-	-	tr|A0A553PDK7|A0A553PDK7_TIGCA	MOSC_domain-containing_protein	Tigriopus_californicus	4.6e-54	94	83	PF03476|PF03473	MOSC N-terminal beta barrel domain|MOSC domain	2.1E-22|7.1E-26	N	0	9.03663290828011	10.415669429962	6.84552155317521	1.77746647991394	1.99315397551609	2.41613869865164	3,666666667	1,9	4,5
Osresp	TRINITY_DN20782_c0_g2_i1	Eucalanus-hyalinus_33594	OG0002797	IPR000971|IPR009050|IPR012292|IPR023950	Globin|Globin-like superfamily|Globin/Protoglobin|Flavohemoprotein	-	-	-	-	-	-	GO:0051409	response_to_nitrosative_stress	response_to_stress	response_to_stimulus	GO:0020037|GO:0019825|GO:0008941|GO:0071949	heme_binding|oxygen_binding|nitric_oxide_dioxygenase_activity|FAD_binding	organic_cyclic_compound_binding|small_molecule_binding|oxidoreductase_activity|organic_cyclic_compound_binding	binding|binding|catalytic_activity|binding	-	-	-	-	tr|A0A9E8FC38|A0A9E8FC38_9BACI	Flavohemoprotein	Fictibacillus_sp.	6.1e-21	82	34	PF00042	Globin	4.3E-11	N	1	6.54004788002407	8.64880331380334	5.63446501269902	2.04537447108938	1.97103791011748	0.980237615850216	5,833333333	0	4,333333333
Osresp	TRINITY_DN32166_c0_g1_i1	Eucalanus-hyalinus_5873	OG0003088	IPR011009|IPR015897	Protein kinase-like domain superfamily|CHK kinase-like	Diptera|Drosophilidae	1.4e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553NZX3|A0A553NZX3_TIGCA	CHK_kinase-like_domain-containing_protein	Tigriopus_californicus	3.7e-80	91	81	PF02958	Ecdysteroid kinase-like family	1.5E-41	N	0	5.77694832781609	17.1263622460876	5.46658172306722	1.65463741695713	1.36427953151705	0.636078954485877	4	1,3	3,277777778
